,datetime_utc, _conds, _dewptm, _hum, _pressurem, _rain, _tempm
8975,20030927-14:30,Haze,22.0,62.0,1006.0,0,30.0
8976,20030927-15:00,Haze,23.0,70.0,1006.0,0,29.0
8977,20030927-15:30,Haze,23.0,70.0,1006.0,0,29.0
8978,20030927-16:00,Haze,23.0,70.0,1006.0,0,29.0
8979,20030927-16:30,Haze,22.0,66.0,1007.0,0,29.0
8980,20030927-17:00,Haze,22.0,66.0,1007.0,0,29.0
8981,20030927-18:00,Haze,22.0,70.0,1007.0,0,28.0
8982,20030927-18:30,Haze,23.0,74.0,1007.0,0,28.0
8983,20030927-19:00,Haze,22.0,70.0,1007.0,0,28.0
8984,20030927-19:30,Haze,22.0,70.0,1007.0,0,28.0
8985,20030927-20:00,Haze,22.0,70.0,1007.0,0,28.0
8986,20030927-20:30,Haze,22.0,74.0,1006.0,0,27.0
8987,20030927-21:00,Haze,22.0,78.0,1007.0,0,26.0
8988,20030927-21:30,Haze,22.0,78.0,1007.0,0,26.0
8989,20030927-22:00,Haze,23.0,83.0,1006.0,0,26.0
8990,20030927-22:30,Clear,23.0,89.0,1006.0,0,25.0
8991,20030927-23:00,Clear,23.0,89.0,1006.0,0,25.0
8992,20030927-23:30,Clear,22.0,83.0,1006.0,0,25.0
8993,20030928-00:00,Clear,23.0,89.0,1006.0,0,25.0
8994,20030928-00:30,Clear,23.0,89.0,1007.0,0,25.0
8995,20030928-01:00,Clear,23.0,89.0,1007.0,0,25.0
8996,20030928-01:30,Clear,23.0,89.0,1007.0,0,25.0
8997,20030928-02:00,Clear,23.0,79.0,1007.0,0,27.0
8998,20030928-02:30,Haze,22.0,70.0,1007.0,0,28.0
8999,20030928-03:00,Haze,23.0,70.0,1007.0,0,29.0
9000,20030928-03:30,Smoke,23.0,66.0,1008.0,0,30.0
9001,20030928-04:00,Smoke,21.0,55.0,1008.0,0,31.0
9002,20030928-04:30,Haze,21.0,55.0,1008.0,0,31.0
9003,20030928-05:00,Haze,21.0,52.0,1008.0,0,32.0
9004,20030928-05:30,Haze,20.0,49.0,1008.0,0,32.0
9005,20030928-06:00,Haze,20.0,46.0,1007.0,0,33.0
9006,20030928-06:30,Haze,20.0,46.0,1007.0,0,33.0
9007,20030928-07:00,Haze,19.0,41.0,1006.0,0,34.0
9008,20030928-07:30,Haze,19.0,41.0,-9999.0,0,34.0
9009,20030928-08:00,Haze,21.0,46.0,1005.0,0,34.0
9010,20030928-08:30,Haze,20.0,44.0,1005.0,0,34.0
9011,20030928-09:00,Haze,20.0,44.0,1005.0,0,34.0
9012,20030928-09:30,Haze,19.0,41.0,1004.0,0,34.0
9013,20030928-10:00,Haze,19.0,41.0,1004.0,0,34.0
9014,20030928-10:30,Haze,19.0,41.0,1004.0,0,34.0
9015,20030928-11:00,Haze,19.0,41.0,1004.0,0,34.0
9016,20030928-11:30,Haze,17.0,38.0,1004.0,0,33.0
9017,20030928-12:00,Haze,17.0,38.0,1004.0,0,33.0
9018,20030928-13:00,Haze,19.0,49.0,1004.0,0,31.0
9019,20030928-13:30,Haze,19.0,49.0,1004.0,0,31.0
9020,20030928-14:00,Haze,19.0,51.0,1005.0,0,30.0
9021,20030928-14:30,Haze,20.0,58.0,1005.0,0,29.0
9022,20030928-15:00,Haze,20.0,55.0,1006.0,0,30.0
9023,20030928-15:30,Smoke,20.0,55.0,1006.0,0,30.0
9024,20030928-16:00,Smoke,19.0,51.0,1006.0,0,30.0
9025,20030928-16:30,Haze,20.0,58.0,1007.0,0,29.0
9026,20030928-17:00,Smoke,20.0,62.0,1006.0,0,28.0
9027,20030928-17:30,Smoke,19.0,58.0,1006.0,0,28.0
9028,20030928-18:00,Smoke,22.0,74.0,1007.0,0,27.0
9029,20030928-18:30,Smoke,21.0,70.0,1007.0,0,27.0
9030,20030928-19:00,Smoke,22.0,74.0,1007.0,0,27.0
9031,20030928-19:30,Smoke,22.0,74.0,1007.0,0,27.0
9032,20030928-20:00,Smoke,22.0,74.0,1007.0,0,27.0
9033,20030928-20:30,Smoke,22.0,78.0,1007.0,0,26.0
9034,20030928-21:00,Smoke,22.0,78.0,1007.0,0,26.0
9035,20030928-21:30,Smoke,21.0,70.0,1007.0,0,27.0
9036,20030928-22:00,Haze,21.0,70.0,1007.0,0,27.0
9037,20030928-22:30,Haze,19.0,69.0,1007.0,0,25.0
9038,20030928-23:00,Haze,18.0,69.0,1007.0,0,24.0
9039,20030928-23:30,Haze,18.0,69.0,1007.0,0,24.0
9040,20030929-00:00,Haze,18.0,69.0,1007.0,0,24.0
9041,20030929-00:30,Haze,18.0,69.0,1007.0,0,24.0
9042,20030929-01:30,Haze,18.0,65.0,1008.0,0,25.0
9043,20030929-02:00,Haze,17.0,61.0,1008.0,0,25.0
9044,20030929-03:00,Haze,18.0,58.0,1009.0,0,27.0
9045,20030929-03:30,Haze,17.0,54.0,1009.0,0,27.0
9046,20030929-04:00,Haze,16.0,48.0,1009.0,0,28.0
9047,20030929-04:30,Haze,17.0,48.0,1009.0,0,29.0
9048,20030929-05:00,Haze,17.0,45.0,1009.0,0,30.0
9049,20030929-05:30,Haze,17.0,43.0,1009.0,0,31.0
9050,20030929-06:30,Clear,20.0,49.0,1008.0,0,32.0
9051,20030929-07:00,Clear,19.0,43.0,1008.0,0,33.0
9052,20030929-09:00,Haze,17.0,36.0,1006.0,0,34.0
9053,20030929-13:00,Haze,20.0,52.0,1006.0,0,31.0
9054,20030929-13:30,Haze,18.0,46.0,1006.0,0,31.0
9055,20030929-14:30,Haze,17.0,45.0,1007.0,0,30.0
9056,20030929-15:00,Haze,18.0,48.0,1008.0,0,30.0
9057,20030929-15:30,Haze,17.0,45.0,1008.0,0,30.0
9058,20030929-16:00,Haze,18.0,51.0,1008.0,0,29.0
9059,20030929-16:30,Haze,18.0,51.0,1008.0,0,29.0
9060,20030929-17:00,Haze,18.0,51.0,1008.0,0,29.0
9061,20030929-17:30,Haze,19.0,61.0,1008.0,0,27.0
9062,20030929-18:00,Haze,19.0,61.0,1008.0,0,27.0
9063,20030929-18:30,Haze,19.0,61.0,1008.0,0,27.0
9064,20030929-19:00,Haze,18.0,58.0,1008.0,0,27.0
9065,20030929-19:30,Haze,18.0,58.0,1008.0,0,27.0
9066,20030929-20:00,Haze,19.0,65.0,1008.0,0,26.0
9067,20030929-20:30,Haze,18.0,61.0,1008.0,0,26.0
9068,20030929-21:00,Haze,18.0,65.0,1008.0,0,25.0
9069,20030929-21:30,Haze,18.0,65.0,1008.0,0,25.0
9070,20030929-22:00,Haze,18.0,58.0,1108.0,0,27.0
9071,20030929-22:30,Haze,19.0,69.0,1007.0,0,25.0
9072,20030929-23:00,Haze,19.0,69.0,1007.0,0,25.0
9073,20030929-23:30,Haze,19.0,73.0,1008.0,0,24.0
9074,20030930-00:00,Haze,19.0,78.0,1008.0,0,23.0
9075,20030930-00:30,Haze,19.0,78.0,1008.0,0,23.0
9076,20030930-01:30,Haze,19.0,73.0,1008.0,0,24.0
9077,20030930-02:00,Haze,19.0,69.0,1009.0,0,25.0
9078,20030930-02:30,Haze,20.0,69.0,1009.0,0,26.0
9079,20030930-03:00,Haze,20.0,65.0,1009.0,0,27.0
9080,20030930-03:30,Haze,20.0,58.0,1009.0,0,29.0
9081,20030930-04:30,Haze,18.0,46.0,1009.0,0,31.0
9082,20030930-05:00,Haze,17.0,40.0,1009.0,0,32.0
9083,20030930-05:30,Haze,17.0,40.0,1009.0,0,32.0
9084,20030930-06:00,Haze,17.0,40.0,1009.0,0,32.0
9085,20030930-06:30,Haze,17.0,36.0,1009.0,0,34.0
9086,20030930-07:00,Haze,16.0,34.0,1008.0,0,34.0
9087,20030930-07:30,Haze,15.0,32.0,1008.0,0,34.0
9088,20030930-07:51,Haze,15.0,32.0,1008.0,0,34.0
9089,20030930-08:30,Clear,14.0,28.0,341.3,0,35.0
9090,20030930-09:00,Partly Cloudy,13.0,26.0,1007.0,0,35.0
9091,20030930-09:30,Partly Cloudy,14.0,28.0,1007.0,0,35.0
9092,20030930-10:00,Partly Cloudy,14.0,28.0,1007.0,0,35.0
9093,20030930-10:30,Partly Cloudy,14.0,28.0,1006.0,0,35.0
9094,20030930-11:30,Haze,15.0,34.0,1006.0,0,33.0
9095,20030930-12:00,Haze,15.0,34.0,1005.0,0,33.0
9096,20030930-12:30,Haze,15.0,36.0,1006.0,0,32.0
9097,20030930-15:00,Haze,17.0,45.0,1007.0,0,30.0
9098,20030930-15:30,Haze,17.0,48.0,1008.0,0,29.0
9099,20030930-16:00,Haze,17.0,48.0,1008.0,0,29.0
9100,20030930-16:30,Haze,17.0,48.0,1008.0,0,29.0
9101,20030930-17:00,Haze,18.0,58.0,1008.0,0,27.0
9102,20030930-17:30,Haze,17.0,51.0,1008.0,0,28.0
9103,20030930-18:00,Haze,18.0,58.0,1008.0,0,27.0
9104,20030930-18:30,Haze,17.0,51.0,1008.0,0,28.0
9105,20030930-19:00,Haze,18.0,61.0,1008.0,0,26.0
9106,20030930-19:30,Haze,18.0,65.0,1008.0,0,25.0
9107,20030930-20:00,Haze,19.0,73.0,1008.0,0,24.0
9108,20030930-20:30,Haze,19.0,78.0,1008.0,0,23.0
9109,20030930-21:00,Haze,19.0,78.0,1008.0,0,23.0
9110,20030930-21:30,Haze,19.0,78.0,1008.0,0,23.0
9111,20030930-22:00,Haze,19.0,78.0,1008.0,0,23.0
9112,20030930-22:30,Haze,19.0,78.0,1008.0,0,23.0
9113,20030930-23:00,Haze,19.0,78.0,1008.0,0,23.0
9114,20030930-23:30,Haze,19.0,83.0,1008.0,0,22.0
9115,20031001-00:00,Haze,18.0,78.0,1008.0,0,22.0
9116,20031001-00:30,Haze,19.0,88.0,1009.0,0,21.0
9117,20031001-01:00,Haze,18.0,83.0,1009.0,0,21.0
9118,20031001-01:30,Haze,18.0,78.0,1009.0,0,22.0
9119,20031001-02:00,Haze,18.0,73.0,1010.0,0,23.0
9120,20031001-02:30,Haze,17.0,65.0,1010.0,0,24.0
9121,20031001-03:00,Haze,18.0,65.0,1010.0,0,25.0
9122,20031001-03:30,Haze,18.0,54.0,1010.0,0,28.0
9123,20031001-04:00,Haze,16.0,45.0,1010.0,0,29.0
9124,20031001-04:30,Haze,15.0,40.0,1011.0,0,30.0
9125,20031001-05:00,Smoke,14.0,35.0,1011.0,0,31.0
9126,20031001-05:30,Smoke,13.0,31.0,1011.0,0,32.0
9127,20031001-06:00,Haze,12.0,28.0,1010.0,0,33.0
9128,20031001-06:30,Haze,11.0,26.0,1010.0,0,33.0
9129,20031001-07:00,Haze,10.0,23.0,1009.0,0,34.0
9130,20031001-07:30,Haze,12.0,26.0,1009.0,0,34.0
9131,20031001-08:00,Haze,10.0,22.0,1008.0,0,35.0
9132,20031001-08:30,Haze,8.0,19.0,1008.0,0,35.0
9133,20031001-09:00,Haze,8.0,19.0,1008.0,0,35.0
9134,20031001-09:30,Haze,10.0,22.0,1007.0,0,35.0
9135,20031001-10:00,Haze,9.0,20.0,1007.0,0,35.0
9136,20031001-10:30,Haze,9.0,20.0,1007.0,0,35.0
9137,20031001-11:00,Haze,9.0,21.0,1007.0,0,34.0
9138,20031001-11:30,Haze,10.0,24.0,1007.0,0,33.0
9139,20031001-12:00,Haze,11.0,26.0,1007.0,0,33.0
9140,20031001-12:30,Haze,11.0,27.0,1007.0,0,32.0
9141,20031001-13:00,Haze,12.0,29.0,1007.0,0,32.0
9142,20031001-13:30,Haze,12.0,31.0,1007.0,0,31.0
9143,20031001-14:00,Haze,13.0,33.0,1008.0,0,31.0
9144,20031001-14:30,Haze,13.0,35.0,1008.0,0,30.0
9145,20031001-15:00,Haze,13.0,37.0,1008.0,0,29.0
9146,20031001-15:30,Haze,13.0,37.0,1008.0,0,29.0
9147,20031001-16:00,Haze,13.0,39.0,1008.0,0,28.0
9148,20031001-16:30,Haze,14.0,42.0,1008.0,0,28.0
9149,20031001-17:00,Haze,13.0,42.0,1008.0,0,27.0
9150,20031001-18:00,Haze,15.0,57.0,1009.0,0,24.0
9151,20031001-18:30,Haze,14.0,50.0,1009.0,0,25.0
9152,20031001-19:00,Haze,14.0,50.0,1009.0,0,25.0
9153,20031001-19:30,Haze,15.0,57.0,1009.0,0,24.0
9154,20031001-20:00,Haze,15.0,61.0,1008.0,0,23.0
9155,20031001-20:30,Haze,14.0,57.0,1008.0,0,23.0
9156,20031001-21:00,Haze,14.0,60.0,1008.0,0,22.0
9157,20031001-21:30,Haze,15.0,64.0,1008.0,0,22.0
9158,20031001-22:30,Haze,14.0,64.0,1008.0,0,21.0
9159,20031001-23:00,Haze,15.0,68.0,1008.0,0,21.0
9160,20031001-23:30,Haze,15.0,73.0,1009.0,0,20.0
9161,20031002-00:00,Haze,15.0,73.0,1009.0,0,20.0
9162,20031002-00:30,Haze,15.0,73.0,1009.0,0,20.0
9163,20031002-01:00,Haze,15.0,73.0,1009.0,0,20.0
9164,20031002-01:30,Haze,14.0,64.0,1010.0,0,21.0
9165,20031002-02:00,Haze,14.0,64.0,1010.0,0,21.0
9166,20031002-02:30,Haze,14.0,60.0,1010.0,0,22.0
9167,20031002-03:00,Haze,16.0,65.0,1011.0,0,23.0
9168,20031002-03:30,Haze,17.0,61.0,1011.0,0,25.0
9169,20031002-04:00,Haze,17.0,61.0,1011.0,0,25.0
9170,20031002-04:30,Haze,16.0,45.0,1011.0,0,29.0
9171,20031002-05:00,Haze,15.0,40.0,1011.0,0,30.0
9172,20031002-05:30,Haze,14.0,35.0,1011.0,0,31.0
9173,20031002-06:00,Haze,13.0,33.0,1011.0,0,31.0
9174,20031002-06:30,Haze,14.0,33.0,1010.0,0,32.0
9175,20031002-07:00,Haze,15.0,36.0,1010.0,0,32.0
9176,20031002-07:30,Haze,14.0,31.0,1009.0,0,33.0
9177,20031002-08:00,Haze,13.0,29.0,1009.0,0,33.0
9178,20031002-08:30,Haze,12.0,28.0,1009.0,0,33.0
9179,20031002-09:00,Haze,13.0,28.0,1008.0,0,34.0
9180,20031002-09:30,Haze,11.0,24.0,1008.0,0,34.0
9181,20031002-10:00,Haze,12.0,26.0,1008.0,0,34.0
9182,20031002-10:30,Haze,13.0,28.0,1008.0,0,34.0
9183,20031002-11:00,Haze,13.0,29.0,1008.0,0,33.0
9184,20031002-11:30,Haze,14.0,31.0,1008.0,0,33.0
9185,20031002-12:00,Haze,14.0,31.0,1008.0,0,33.0
9186,20031002-12:30,Haze,13.0,33.0,1008.0,0,31.0
9187,20031002-13:00,Haze,14.0,35.0,1008.0,0,31.0
9188,20031002-13:30,Haze,14.0,37.0,1008.0,0,30.0
9189,20031002-14:00,Haze,15.0,45.0,1009.0,0,28.0
9190,20031002-14:30,Haze,15.0,45.0,1009.0,0,28.0
9191,20031002-15:00,Haze,16.0,51.0,1009.0,0,27.0
9192,20031002-15:30,Haze,16.0,51.0,1009.0,0,27.0
9193,20031002-16:00,Haze,16.0,54.0,1009.0,0,26.0
9194,20031002-16:30,Haze,16.0,54.0,1009.0,0,26.0
9195,20031002-17:00,Haze,17.0,65.0,1009.0,0,24.0
9196,20031002-17:30,Haze,17.0,65.0,1009.0,0,24.0
9197,20031002-18:00,Haze,16.0,54.0,1009.0,0,26.0
9198,20031002-18:30,Haze,16.0,57.0,1009.0,0,25.0
9199,20031002-19:00,Haze,16.0,61.0,1009.0,0,24.0
9200,20031002-19:30,Haze,17.0,65.0,1010.0,0,24.0
9201,20031002-20:00,Haze,16.0,61.0,1010.0,0,24.0
9202,20031002-20:30,Haze,16.0,61.0,1009.0,0,24.0
9203,20031002-21:00,Haze,16.0,65.0,1010.0,0,23.0
9204,20031002-21:30,Haze,15.0,61.0,1010.0,0,23.0
9205,20031002-22:00,Haze,16.0,69.0,1010.0,0,22.0
9206,20031002-22:30,Haze,16.0,73.0,1010.0,0,21.0
9207,20031002-23:00,Haze,16.0,73.0,1010.0,0,21.0
9208,20031002-23:30,Haze,15.0,68.0,1010.0,0,21.0
9209,20031003-00:00,Haze,15.0,68.0,1010.0,0,21.0
9210,20031003-00:30,Haze,15.0,68.0,1011.0,0,21.0
9211,20031003-01:00,Haze,15.0,68.0,1011.0,0,21.0
9212,20031003-01:30,Haze,15.0,68.0,1011.0,0,21.0
9213,20031003-02:00,Haze,16.0,69.0,1012.0,0,22.0
9214,20031003-02:30,Haze,16.0,65.0,1012.0,0,23.0
9215,20031003-03:00,Haze,16.0,61.0,1012.0,0,24.0
9216,20031003-03:30,Haze,17.0,61.0,1013.0,0,25.0
9217,20031003-04:00,Haze,17.0,54.0,1013.0,0,27.0
9218,20031003-04:30,Haze,17.0,48.0,1013.0,0,29.0
9219,20031003-05:00,Haze,17.0,45.0,1013.0,0,30.0
9220,20031003-05:30,Haze,16.0,40.0,1012.0,0,31.0
9221,20031003-06:00,Haze,16.0,38.0,1012.0,0,32.0
9222,20031003-06:30,Haze,17.0,40.0,1012.0,0,32.0
9223,20031003-07:00,Haze,15.0,36.0,1011.0,0,32.0
9224,20031003-07:30,Haze,16.0,36.0,1011.0,0,33.0
9225,20031003-08:00,Haze,15.0,34.0,1011.0,0,33.0
9226,20031003-08:30,Haze,14.0,31.0,1011.0,0,33.0
9227,20031003-09:00,Haze,15.0,34.0,1010.0,0,33.0
9228,20031003-09:30,Haze,16.0,36.0,1010.0,0,33.0
9229,20031003-10:30,Clear,15.0,32.0,1010.0,0,34.0
9230,20031003-11:00,Clear,14.0,30.0,1010.0,0,34.0
9231,20031003-11:30,Clear,14.0,30.0,1010.0,0,34.0
9232,20031003-12:30,Haze,17.0,38.0,1009.0,0,33.0
9233,20031003-13:00,Haze,18.0,43.0,1010.0,0,32.0
9234,20031003-13:30,Haze,18.0,46.0,1010.0,0,31.0
9235,20031003-14:30,Haze,18.0,46.0,1011.0,0,31.0
9236,20031003-15:00,Haze,18.0,48.0,1011.0,0,30.0
9237,20031003-15:30,Haze,17.0,48.0,1011.0,0,29.0
9238,20031003-16:00,Haze,18.0,51.0,1011.0,0,29.0
9239,20031003-16:30,Haze,18.0,51.0,1011.0,0,29.0
9240,20031003-17:00,Haze,19.0,61.0,1011.0,0,27.0
9241,20031003-17:30,Haze,18.0,65.0,1011.0,0,25.0
9242,20031003-18:00,Haze,18.0,61.0,1011.0,0,26.0
9243,20031003-18:30,Haze,18.0,65.0,1011.0,0,25.0
9244,20031003-19:00,Haze,18.0,69.0,1011.0,0,24.0
9245,20031003-19:30,Haze,18.0,69.0,1011.0,0,24.0
9246,20031003-20:00,Haze,19.0,78.0,1011.0,0,23.0
9247,20031003-20:30,Clear,19.0,78.0,1011.0,0,23.0
9248,20031003-21:00,Haze,18.0,73.0,1011.0,0,23.0
9249,20031003-21:30,Haze,17.0,73.0,1011.0,0,22.0
9250,20031003-22:00,Smoke,18.0,83.0,1011.0,0,21.0
9251,20031003-22:30,Smoke,18.0,78.0,1011.0,0,22.0
9252,20031003-23:00,Smoke,18.0,83.0,1011.0,0,21.0
9253,20031003-23:30,Smoke,17.0,78.0,1011.0,0,21.0
9254,20031004-00:00,Smoke,17.0,78.0,1011.0,0,21.0
9255,20031004-00:30,Smoke,18.0,83.0,1011.0,0,21.0
9256,20031004-01:00,Smoke,17.0,78.0,1012.0,0,21.0
9257,20031004-02:00,Smoke,17.0,78.0,1012.0,0,21.0
9258,20031004-03:00,Smoke,19.0,69.0,1012.0,0,25.0
9259,20031004-03:30,Smoke,18.0,58.0,1013.0,0,27.0
9260,20031004-04:00,Smoke,18.0,51.0,1013.0,0,29.0
9261,20031004-04:30,Smoke,15.0,38.0,1013.0,0,31.0
9262,20031004-05:00,Haze,11.0,27.0,1013.0,0,32.0
9263,20031004-06:00,Haze,13.0,29.0,1012.0,0,33.0
9264,20031004-06:30,Haze,13.0,29.0,1012.0,0,33.0
9265,20031004-07:00,Haze,11.0,24.0,1011.0,0,34.0
9266,20031004-07:30,Haze,11.0,24.0,1011.0,0,34.0
9267,20031004-08:00,Haze,10.0,23.0,1010.0,0,34.0
9268,20031004-09:00,Haze,12.0,25.0,1009.0,0,35.0
9269,20031004-09:30,Haze,12.0,25.0,1009.0,0,35.0
9270,20031004-10:00,Haze,13.0,26.0,1009.0,0,35.0
9271,20031004-11:00,Haze,14.0,30.0,1009.0,0,34.0
9272,20031004-11:30,Haze,15.0,32.0,1009.0,0,34.0
9273,20031004-12:00,Haze,14.0,31.0,1009.0,0,33.0
9274,20031004-12:30,Haze,15.0,36.0,1008.0,0,32.0
9275,20031004-13:00,Haze,15.0,38.0,1009.0,0,31.0
9276,20031004-13:30,Haze,16.0,43.0,1009.0,0,30.0
9277,20031004-14:00,Haze,16.0,43.0,1009.0,0,30.0
9278,20031004-14:30,Haze,16.0,43.0,1009.0,0,30.0
9279,20031004-15:00,Haze,16.0,43.0,1010.0,0,30.0
9280,20031004-15:30,Haze,16.0,48.0,1010.0,0,28.0
9281,20031004-16:00,Haze,17.0,54.0,1010.0,0,27.0
9282,20031004-16:30,Haze,17.0,54.0,1010.0,0,27.0
9283,20031004-17:00,Haze,16.0,57.0,1010.0,0,25.0
9284,20031004-17:30,Haze,17.0,61.0,1010.0,0,25.0
9285,20031004-18:00,Haze,16.0,61.0,1010.0,0,24.0
9286,20031004-18:30,Smoke,18.0,69.0,1010.0,0,24.0
9287,20031004-19:00,Smoke,17.0,69.0,1010.0,0,23.0
9288,20031004-19:30,Smoke,18.0,73.0,1010.0,0,23.0
9289,20031004-20:00,Smoke,18.0,73.0,1010.0,0,23.0
9290,20031004-20:30,Smoke,17.0,69.0,1010.0,0,23.0
9291,20031004-21:00,Smoke,17.0,69.0,1009.0,0,23.0
9292,20031004-21:30,Smoke,17.0,69.0,1009.0,0,23.0
9293,20031004-22:00,Haze,17.0,69.0,1009.0,0,23.0
9294,20031004-22:30,Haze,17.0,73.0,1010.0,0,22.0
9295,20031004-23:00,Haze,17.0,78.0,1010.0,0,21.0
9296,20031004-23:30,Haze,17.0,78.0,1010.0,0,21.0
9297,20031005-00:00,Haze,16.0,73.0,1010.0,0,21.0
9298,20031005-00:30,Haze,17.0,83.0,1010.0,0,20.0
9299,20031005-01:30,Haze,16.0,73.0,1011.0,0,21.0
9300,20031005-02:00,Haze,16.0,69.0,1011.0,0,22.0
9301,20031005-02:30,Smoke,17.0,61.0,1012.0,0,25.0
9302,20031005-03:00,Smoke,17.0,57.0,1012.0,0,26.0
9303,20031005-03:30,Smoke,17.0,51.0,1012.0,0,28.0
9304,20031005-04:00,Smoke,17.0,48.0,1012.0,0,29.0
9305,20031005-04:30,Smoke,17.0,45.0,1012.0,0,30.0
9306,20031005-05:30,Smoke,17.0,40.0,1012.0,0,32.0
9307,20031005-06:00,Haze,16.0,38.0,1012.0,0,32.0
9308,20031005-06:30,Haze,15.0,34.0,1011.0,0,33.0
9309,20031005-07:00,Haze,13.0,28.0,1011.0,0,34.0
9310,20031005-07:30,Haze,14.0,30.0,1010.0,0,34.0
9311,20031005-08:00,Haze,12.0,26.0,1010.0,0,34.0
9312,20031005-09:00,Haze,14.0,28.0,1009.0,0,35.0
9313,20031005-09:30,Haze,13.0,28.0,1009.0,0,34.0
9314,20031005-10:00,Haze,13.0,28.0,1008.0,0,34.0
9315,20031005-10:30,Haze,12.0,26.0,1008.0,0,34.0
9316,20031005-11:00,Haze,13.0,28.0,1008.0,0,34.0
9317,20031005-11:30,Haze,15.0,34.0,1008.0,0,33.0
9318,20031005-12:00,Haze,17.0,40.0,1008.0,0,32.0
9319,20031005-12:30,Haze,17.0,43.0,1008.0,0,31.0
9320,20031005-13:00,Haze,15.0,40.0,1008.0,0,30.0
9321,20031005-13:30,Haze,16.0,43.0,1008.0,0,30.0
9322,20031005-14:00,Haze,14.0,37.0,1008.0,0,30.0
9323,20031005-14:30,Smoke,15.0,42.0,1009.0,0,29.0
9324,20031005-15:00,Smoke,17.0,51.0,1009.0,0,28.0
9325,20031005-16:00,Smoke,16.0,48.0,1009.0,0,28.0
9326,20031005-16:30,Smoke,16.0,48.0,1009.0,0,28.0
9327,20031005-17:00,Smoke,16.0,51.0,1009.0,0,27.0
9328,20031005-17:30,Smoke,16.0,54.0,1009.0,0,26.0
9329,20031005-18:00,Smoke,17.0,57.0,1009.0,0,26.0
9330,20031005-18:30,Smoke,18.0,61.0,1009.0,0,26.0
9331,20031005-19:30,Smoke,18.0,61.0,1009.0,0,26.0
9332,20031005-20:00,Smoke,18.0,65.0,1009.0,0,25.0
9333,20031005-20:30,Smoke,17.0,61.0,1009.0,0,25.0
9334,20031005-21:30,Smoke,16.0,61.0,1009.0,0,24.0
9335,20031005-22:00,Smoke,17.0,65.0,1009.0,0,24.0
9336,20031005-22:30,Smoke,17.0,65.0,1009.0,0,24.0
9337,20031005-23:00,Smoke,17.0,65.0,1009.0,0,24.0
9338,20031005-23:30,Smoke,18.0,69.0,1009.0,0,24.0
9339,20031006-00:00,Smoke,17.0,65.0,1010.0,0,24.0
9340,20031006-00:30,Haze,17.0,65.0,1010.0,0,24.0
9341,20031006-01:00,Haze,17.0,65.0,1010.0,0,24.0
9342,20031006-01:30,Smoke,17.0,61.0,1011.0,0,25.0
9343,20031006-02:00,Smoke,18.0,65.0,1011.0,0,25.0
9344,20031006-02:30,Smoke,19.0,61.0,1011.0,0,27.0
9345,20031006-03:00,Smoke,19.0,58.0,1012.0,0,28.0
9346,20031006-03:30,Haze,18.0,51.0,1012.0,0,29.0
9347,20031006-04:00,Haze,18.0,51.0,1012.0,0,29.0
9348,20031006-04:30,Haze,17.0,45.0,1012.0,0,30.0
9349,20031006-05:00,Haze,18.0,46.0,1012.0,0,31.0
9350,20031006-05:30,Haze,18.0,43.0,1012.0,0,32.0
9351,20031006-06:00,Haze,17.0,40.0,1012.0,0,32.0
9352,20031006-06:30,Haze,17.0,40.0,1011.0,0,32.0
9353,20031006-07:00,Haze,16.0,38.0,1011.0,0,32.0
9354,20031006-07:30,Haze,17.0,38.0,1011.0,0,33.0
9355,20031006-08:00,Haze,16.0,36.0,1010.0,0,33.0
9356,20031006-08:30,Haze,17.0,38.0,1010.0,0,33.0
9357,20031006-09:00,Haze,16.0,36.0,1009.0,0,33.0
9358,20031006-09:30,Haze,16.0,36.0,1009.0,0,33.0
9359,20031006-10:00,Haze,16.0,36.0,1009.0,0,33.0
9360,20031006-10:30,Haze,17.0,38.0,1009.0,0,33.0
9361,20031006-11:00,Haze,17.0,38.0,1009.0,0,33.0
9362,20031006-11:30,Haze,18.0,43.0,1009.0,0,32.0
9363,20031006-12:00,Haze,18.0,43.0,1009.0,0,32.0
9364,20031006-12:30,Haze,18.0,46.0,1009.0,0,31.0
9365,20031006-13:00,Haze,19.0,51.0,1009.0,0,30.0
9366,20031006-13:30,Haze,19.0,51.0,1009.0,0,30.0
9367,20031006-14:00,Haze,19.0,55.0,1010.0,0,29.0
9368,20031006-14:30,Haze,19.0,58.0,1010.0,0,28.0
9369,20031006-15:00,Haze,19.0,58.0,1010.0,0,28.0
9370,20031006-15:30,Haze,19.0,58.0,1010.0,0,28.0
9371,20031006-16:00,Haze,19.0,58.0,1011.0,0,28.0
9372,20031006-16:30,Haze,19.0,61.0,1011.0,0,27.0
9373,20031006-17:00,Haze,19.0,61.0,1011.0,0,27.0
9374,20031006-17:30,Haze,20.0,69.0,1011.0,0,26.0
9375,20031006-18:00,Haze,20.0,69.0,1011.0,0,26.0
9376,20031006-18:30,Haze,20.0,74.0,1011.0,0,25.0
9377,20031006-19:00,Haze,20.0,74.0,1011.0,0,25.0
9378,20031006-19:30,Haze,20.0,74.0,1011.0,0,25.0
9379,20031006-20:00,Haze,20.0,74.0,1011.0,0,25.0
9380,20031006-20:30,Haze,19.0,69.0,1011.0,0,25.0
9381,20031006-21:00,Haze,18.0,65.0,1011.0,0,25.0
9382,20031006-21:30,Haze,18.0,65.0,1011.0,0,25.0
